# hyperchunk stage completion log v1
# every generation-step completion in the dump dimension, all chunks,
#   in completion order (ChunkStep.apply future continuation)
# columns stageIndex stageName chunkX chunkZ featuresSeq nanos
01 structure_starts -2 6 0 1429470908596703
01 structure_starts -2 7 0 1429470908707053
01 structure_starts -2 8 0 1429470908811535
01 structure_starts -2 9 0 1429470908916856
01 structure_starts -2 10 0 1429470909071625
01 structure_starts -2 11 0 1429470909185327
01 structure_starts -1 -9 0 1429470909315790
01 structure_starts -1 -8 0 1429470909430610
01 structure_starts -1 -7 0 1429470909544032
01 structure_starts -1 -6 0 1429470909657734
01 structure_starts -1 -5 0 1429470909767245
01 structure_starts -1 -4 0 1429470909884858
01 structure_starts -1 -3 0 1429470920850236
01 structure_starts -1 -2 0 1429470921076522
01 structure_starts -1 -1 0 1429470921177931
01 structure_starts -1 0 0 1429470953303295
01 structure_starts -1 1 0 1429470959912525
01 structure_starts -1 2 0 1429470964623467
01 structure_starts -1 3 0 1429470964730743
01 structure_starts -1 4 0 1429470964829080
01 structure_starts -1 5 0 1429470964929093
01 structure_starts -1 6 0 1429470965067938
01 structure_starts -1 7 0 1429470965179404
01 structure_starts -1 8 0 1429470965273551
01 structure_starts -1 9 0 1429470965364344
01 structure_starts -1 10 0 1429470965466872
01 structure_starts -1 11 0 1429470965563811
01 structure_starts 0 -9 0 1429470965668015
01 structure_starts 0 -8 0 1429470965826415
01 structure_starts 0 -7 0 1429470965894022
01 structure_starts 0 -6 0 1429470965966657
01 structure_starts 0 -5 0 1429470966107457
01 structure_starts 0 -4 0 1429470966180092
01 structure_starts 0 -3 0 1429470966257197
01 structure_starts 0 -2 0 1429470966327038
01 structure_starts 0 -1 0 1429470966401908
01 structure_starts 0 0 0 1429470971192469
01 structure_starts 0 1 0 1429470976495945
01 structure_starts 0 2 0 1429470981849706
01 structure_starts 0 3 0 1429470982074596
01 structure_starts 0 4 0 1429470982162596
01 structure_starts 0 5 0 1429470982259256
01 structure_starts 0 6 0 1429470982374075
01 structure_starts 0 7 0 1429470982458165
01 structure_starts 0 8 0 1429470983161886
01 structure_starts 0 9 0 1429470984298345
01 structure_starts 0 10 0 1429470984658448
01 structure_starts 0 11 0 1429470984756226
01 structure_starts 1 -9 0 1429470984854562
01 structure_starts 1 -8 0 1429470984942562
01 structure_starts 1 -7 0 1429470985677015
01 structure_starts 1 -6 0 1429470988602531
01 structure_starts 1 -5 0 1429470988742772
01 structure_starts 1 -4 0 1429470988832728
01 structure_starts 1 -3 0 1429470988925198
01 structure_starts 1 -2 0 1429470989082760
01 structure_starts 1 -1 0 1429470989155954
01 structure_starts 1 0 0 1429470995142479
01 structure_starts 1 1 0 1429471000070766
01 structure_starts 1 2 0 1429471004959105
01 structure_starts 1 3 0 1429471005088172
01 structure_starts 1 4 0 1429471005159969
01 structure_starts 1 5 0 1429471005213328
01 structure_starts 1 6 0 1429471017098936
01 structure_starts 1 7 0 1429471017310974
01 structure_starts 1 8 0 1429471017403723
01 structure_starts 1 9 0 1429471017487812
01 structure_starts 1 10 0 1429471017578327
01 structure_starts 1 11 0 1429471017662137
01 structure_starts 2 -9 0 1429471017749019
01 structure_starts 2 -8 0 1429471017852943
01 structure_starts 2 -7 0 1429471018077553
01 structure_starts 2 -6 0 1429471018146836
01 structure_starts 2 -5 0 1429471018198518
01 structure_starts 2 -4 0 1429471018261096
01 structure_starts 2 -3 0 1429471018320881
01 structure_starts 2 -2 0 1429471018382062
01 structure_starts 2 -1 0 1429471018432906
01 structure_starts 2 0 0 1429471018494087
01 structure_starts 2 1 0 1429471018544932
01 structure_starts 2 2 0 1429471018605554
01 structure_starts 2 3 0 1429471018769542
01 structure_starts 2 4 0 1429471018825973
01 structure_starts 2 5 0 1429471026325821
01 structure_starts 2 6 0 1429471026627257
01 structure_starts 2 7 0 1429471026703803
01 structure_starts 2 8 0 1429471026790965
01 structure_starts 2 9 0 1429471026870584
01 structure_starts 2 10 0 1429471026947689
01 structure_starts 2 11 0 1429471027079270
01 structure_starts 3 -9 0 1429471027162521
01 structure_starts 3 -8 0 1429471027242699
01 structure_starts 3 -7 0 1429471027319245
01 structure_starts 3 -6 0 1429471027384617
01 structure_starts 3 -5 0 1429471027458369
01 structure_starts 3 -4 0 1429471027536033
01 structure_starts 3 -3 0 1429471027615932
01 structure_starts 3 -2 0 1429471027701417
01 structure_starts 3 -1 0 1429471027851716
01 structure_starts 3 0 0 1429471027934129
01 structure_starts 3 1 0 1429471028154269
01 structure_starts 3 2 0 1429471028241990
01 structure_starts 3 3 0 1429471028343120
01 structure_starts 3 4 0 1429471028427768
01 structure_starts 3 5 0 1429471028589800
01 structure_starts 3 6 0 1429471028656289
01 structure_starts 3 7 0 1429471029081204
01 structure_starts 3 8 0 1429471029249661
01 structure_starts 3 9 0 1429471029379846
01 structure_starts 3 10 0 1429471029688824
01 structure_starts 3 11 0 1429471029799173
01 structure_starts 4 -9 0 1429471029901142
01 structure_starts 4 -8 0 1429471030234146
01 structure_starts 4 -7 0 1429471030467136
01 structure_starts 4 -6 0 1429471030571619
01 structure_starts 4 -5 0 1429471030654311
01 structure_starts 4 -4 0 1429471030757956
01 structure_starts 4 -3 0 1429471030877804
01 structure_starts 4 -2 0 1429471030930045
01 structure_starts 4 -1 0 1429471031052407
01 structure_starts 4 0 0 1429471031139290
01 structure_starts 4 1 0 1429471031208573
01 structure_starts 4 2 0 1429471031296852
01 structure_starts 4 3 0 1429471031349094
01 structure_starts 4 4 0 1429471031431227
01 structure_starts 4 5 0 1429471031499672
01 structure_starts 4 6 0 1429471031556942
01 structure_starts 4 7 0 1429471031634326
01 structure_starts 4 8 0 1429471031684053
01 structure_starts 4 9 0 1429471031741043
01 structure_starts 4 10 0 1429471031789932
01 structure_starts 4 11 0 1429471031844688
01 structure_starts 5 -9 0 1429471097908498
01 structure_starts 5 -8 0 1429471098135343
01 structure_starts 5 -7 0 1429471098200993
01 structure_starts 5 -6 0 1429471098248486
01 structure_starts 5 -5 0 1429471098312740
01 structure_starts 5 -4 0 1429471098358556
01 structure_starts 5 -3 0 1429471098413591
01 structure_starts 5 -2 0 1429471098458010
01 structure_starts 5 -1 0 1429471098513883
01 structure_starts 5 0 0 1429471098641832
01 structure_starts 5 1 0 1429471098690721
01 structure_starts 5 2 0 1429471098744639
01 structure_starts 5 3 0 1429471098791293
01 structure_starts 5 4 0 1429471106697618
01 structure_starts 5 5 0 1429471106781427
01 structure_starts 5 6 0 1429471106829199
01 structure_starts 5 7 0 1429471106883954
01 structure_starts 5 8 0 1429471106931167
01 structure_starts 5 9 0 1429471106985085
01 structure_starts 5 10 0 1429471107082583
01 structure_starts 5 11 0 1429471107137339
01 structure_starts 6 -9 0 1429471107183155
01 structure_starts 6 -8 0 1429471107239028
01 structure_starts 6 -7 0 1429471107290990
01 structure_starts 6 -6 0 1429471107347422
01 structure_starts 6 -5 0 1429471107390724
01 structure_starts 6 -4 0 1429471107446597
01 structure_starts 6 -3 0 1429471107489619
01 structure_starts 6 -2 0 1429471107545492
01 structure_starts 6 -1 0 1429471107597454
01 structure_starts 6 0 0 1429471107653607
01 structure_starts 6 1 0 1429471107696350
01 structure_starts 6 2 0 1429471107750267
01 structure_starts 6 3 0 1429471107799156
01 structure_starts 6 4 0 1429471107852794
01 structure_starts 6 5 0 1429471107901404
01 structure_starts 6 6 0 1429471107955321
01 structure_starts 6 7 0 1429471108051703
01 structure_starts 6 8 0 1429471108262065
01 structure_starts 6 9 0 1429471108324363
01 structure_starts 6 10 0 1429471108529697
01 structure_starts 6 11 0 1429471108594510
01 structure_starts 7 -9 0 1429471108647589
01 structure_starts 7 -8 0 1429471108695081
01 structure_starts 7 -7 0 1429471108752072
01 structure_starts 7 -6 0 1429471108795653
01 structure_starts 7 -5 0 1429471108925558
01 structure_starts 7 -4 0 1429471110398653
01 structure_starts 7 -3 0 1429471110564037
01 structure_starts 7 -2 0 1429471110631644
01 structure_starts 7 -1 0 1429471110697574
01 structure_starts 7 0 0 1429471110765460
01 structure_starts 7 1 0 1429471110823568
01 structure_starts 7 2 0 1429471110897320
01 structure_starts 7 3 0 1429471110975543
01 structure_starts 7 4 0 1429471111102933
01 structure_starts 7 5 0 1429471111164394
01 structure_starts 7 6 0 1429471117192264
01 structure_starts 7 7 0 1429471117348988
01 structure_starts 7 8 0 1429471117409331
01 structure_starts 7 9 0 1429471117486995
01 structure_starts 7 10 0 1429471117547617
01 structure_starts 7 11 0 1429471117620252
01 structure_starts 8 -9 0 1429471117678640
01 structure_starts 8 -8 0 1429471117757142
01 structure_starts 8 -7 0 1429471117812735
01 structure_starts 8 -6 0 1429471117880901
01 structure_starts 8 -5 0 1429471117944596
01 structure_starts 8 -4 0 1429471118066399
01 structure_starts 8 -3 0 1429471118142107
01 structure_starts 8 -2 0 1429471118200774
01 structure_starts 8 -1 0 1429471118285422
01 structure_starts 8 0 0 1429471118345765
01 structure_starts 8 1 0 1429471118400520
01 structure_starts 8 2 0 1429471118445498
01 structure_starts 8 3 0 1429471118513105
01 structure_starts 8 4 0 1429471118581829
01 structure_starts 8 5 0 1429471118642451
01 structure_starts 8 6 0 1429471118721511
01 structure_starts 8 7 0 1429471118782413
01 structure_starts 8 8 0 1429471123645330
01 structure_starts 8 9 0 1429471123715730
01 structure_starts 8 10 0 1429471124051806
01 structure_starts 8 11 0 1429471143138900
01 structure_starts 9 -9 0 1429471143244779
01 structure_starts 9 -8 0 1429471143293948
01 structure_starts 9 -7 0 1429471143344792
01 structure_starts 9 -6 0 1429471143385859
01 structure_starts 9 -5 0 1429471143435586
01 structure_starts 9 -4 0 1429471143476094
01 structure_starts 9 -3 0 1429471143527218
01 structure_starts 9 -2 0 1429471143567726
01 structure_starts 9 -1 0 1429471143617174
01 structure_starts 9 0 0 1429471143656844
01 structure_starts 9 1 0 1429471143708526
01 structure_starts 9 2 0 1429471143747079
01 structure_starts 9 3 0 1429471143798203
01 structure_starts 9 4 0 1429471143836476
01 structure_starts 9 5 0 1429471162333549
01 structure_starts 9 6 0 1429471162443898
01 structure_starts 9 7 0 1429471162498933
01 structure_starts 9 8 0 1429471162539721
01 structure_starts 9 9 0 1429471162583022
01 structure_starts 9 10 0 1429471162709296
01 structure_starts 9 11 0 1429471162888369
02 structure_references -3 -1 0 1429471174190382
02 structure_references -3 0 0 1429471176354627
02 structure_references -3 1 0 1429471176774793
02 structure_references -3 2 0 1429471176944088
02 structure_references -3 3 0 1429471177239937
02 structure_references -2 -1 0 1429471177589423
02 structure_references -2 0 0 1429471177824090
02 structure_references -2 1 0 1429471178051773
02 structure_references -2 2 0 1429471178240345
02 structure_references -2 3 0 1429471178404612
02 structure_references -1 -1 0 1429471178561894
02 structure_references -1 0 0 1429471185293487
02 structure_references -1 1 0 1429471189573367
02 structure_references -1 2 0 1429471193807432
02 structure_references -1 3 0 1429471194083724
02 structure_references 0 -1 0 1429471194334315
02 structure_references 0 0 0 1429471198942730
02 structure_references 0 1 0 1429471203171486
02 structure_references 0 2 0 1429471206982312
02 structure_references 0 3 0 1429471207265589
02 structure_references 1 -1 0 1429471208796791
02 structure_references 1 0 0 1429471213617803
02 structure_references 1 1 0 1429471218580732
02 structure_references 1 2 0 1429471225364566
02 structure_references 1 3 0 1429471225491957
03 biomes -3 0 0 1429471511621798
03 biomes -3 -1 0 1429471512143653
03 biomes -3 2 0 1429471512194497
03 biomes -3 1 0 1429471512509063
03 biomes -3 3 0 1429471520759845
03 biomes -2 -1 0 1429471521921727
03 biomes -2 1 0 1429471522960128
03 biomes -2 0 0 1429471523247316
03 biomes -2 2 0 1429471526725697
03 biomes -2 3 0 1429471529944547
03 biomes -1 0 0 1429471530240116
03 biomes -1 -1 0 1429471531548385
03 biomes -1 1 0 1429471531740309
03 biomes -1 2 0 1429471536562996
03 biomes -1 3 0 1429471543757498
03 biomes 0 -1 0 1429471548796973
03 biomes 0 0 0 1429471551992356
03 biomes 0 1 0 1429471554786291
03 biomes 0 2 0 1429471557248340
03 biomes 0 3 0 1429471562371625
03 biomes 1 -1 0 1429471564113469
03 biomes 1 0 0 1429471566876116
03 biomes 1 1 0 1429471567984917
03 biomes 1 2 0 1429471569977632
01 structure_starts -11 -11 0 1429471570364833
01 structure_starts -11 -10 0 1429471570422941
01 structure_starts -10 -11 0 1429471570505912
01 structure_starts -10 -10 0 1429471570547258
01 structure_starts -9 -11 0 1429471570628274
01 structure_starts -9 -10 0 1429471570668782
01 structure_starts -8 -11 0 1429471570742535
01 structure_starts -8 -10 0 1429471570784160
01 structure_starts -7 -11 0 1429471570854840
03 biomes 1 3 0 1429471579246143
01 structure_starts -7 -10 0 1429471579321293
01 structure_starts -6 -11 0 1429471579421305
01 structure_starts -6 -10 0 1429471579461534
01 structure_starts -5 -11 0 1429471579525229
01 structure_starts -5 -10 0 1429471579561547
01 structure_starts -4 -11 0 1429471579623566
01 structure_starts -4 -10 0 1429471579659046
01 structure_starts -3 -11 0 1429471579719668
01 structure_starts -3 -10 0 1429471579761014
01 structure_starts -2 -11 0 1429471579822195
01 structure_starts -2 -10 0 1429471579934500
01 structure_starts -1 -11 0 1429471580055745
01 structure_starts -1 -10 0 1429471580128100
01 structure_starts 0 -11 0 1429471580214145
01 structure_starts 0 -10 0 1429471580266945
01 structure_starts 1 -11 0 1429471580350475
01 structure_starts 1 -10 0 1429471580411936
01 structure_starts 2 -11 0 1429471580489041
01 structure_starts 2 -10 0 1429471580540165
01 structure_starts 3 -11 0 1429471580620342
01 structure_starts 3 -10 0 1429471580666997
01 structure_starts 4 -11 0 1429471580742425
01 structure_starts 4 -10 0 1429471580788521
01 structure_starts 5 -11 0 1429471580863949
01 structure_starts 5 -10 0 1429471580909206
01 structure_starts 6 -11 0 1429471580980165
01 structure_starts 6 -10 0 1429471581085207
01 structure_starts 7 -11 0 1429471581165385
01 structure_starts 7 -10 0 1429471581218744
01 structure_starts 8 -11 0 1429471581397537
01 structure_starts 8 -10 0 1429471581453690
01 structure_starts 9 -11 0 1429471581507608
01 structure_starts 9 -10 0 1429471588349270
01 structure_starts 10 -11 0 1429471588471074
01 structure_starts 10 -10 0 1429471588507112
01 structure_starts 10 -9 0 1429471588553486
01 structure_starts 10 -8 0 1429471588591480
01 structure_starts 10 -7 0 1429471588638693
01 structure_starts 10 -6 0 1429471588673055
01 structure_starts 10 -5 0 1429471588717195
01 structure_starts 10 -4 0 1429471588753791
01 structure_starts 10 -3 0 1429471588799607
01 structure_starts 10 -2 0 1429471588836763
01 structure_starts 10 -1 0 1429471588881182
01 structure_starts 10 0 0 1429471588917779
01 structure_starts 10 1 0 1429471588961360
01 structure_starts 10 2 0 1429471588999354
01 structure_starts 10 3 0 1429471589081208
01 structure_starts 10 4 0 1429471589115849
01 structure_starts 10 5 0 1429471589161665
01 structure_starts 10 6 0 1429471589197703
01 structure_starts 10 7 0 1429471589247151
01 structure_starts 10 8 0 1429471589290173
01 structure_starts 10 9 0 1429471589337107
01 structure_starts 10 10 0 1429471589384320
01 structure_starts 10 11 0 1429471589430694
01 structure_starts 11 -11 0 1429471589465894
01 structure_starts 11 -10 0 1429471589510034
01 structure_starts 11 -9 0 1429471589547190
01 structure_starts 11 -8 0 1429471589592168
01 structure_starts 11 -7 0 1429471589630999
01 structure_starts 11 -6 0 1429471589677095
01 structure_starts 11 -5 0 1429471589715368
01 structure_starts 11 -4 0 1429471589759228
01 structure_starts 11 -3 0 1429471589796663
01 structure_starts 11 -2 0 1429471589841641
01 structure_starts 11 -1 0 1429471589876562
01 structure_starts 11 0 0 1429471589923216
01 structure_starts 11 1 0 1429471589957298
01 structure_starts 11 2 0 1429471590046416
01 structure_starts 11 3 0 1429471590084130
01 structure_starts 11 4 0 1429471590134695
01 structure_starts 11 5 0 1429471590169337
01 structure_starts 11 6 0 1429471590216829
01 structure_starts 11 7 0 1429471590251470
01 structure_starts 11 8 0 1429471590303712
01 structure_starts 11 9 0 1429471590341147
01 structure_starts 11 10 0 1429471590385286
01 structure_starts 11 11 0 1429471590423001
02 structure_references -3 -3 0 1429471592318217
02 structure_references -3 -2 0 1429471592448680
02 structure_references -2 -3 0 1429471592572998
02 structure_references -2 -2 0 1429471592686700
02 structure_references -1 -3 0 1429471592809621
02 structure_references -1 -2 0 1429471592924719
02 structure_references 0 -3 0 1429471593097088
02 structure_references 0 -2 0 1429471593301025
02 structure_references 1 -3 0 1429471593473114
02 structure_references 1 -2 0 1429471593592682
02 structure_references 2 -3 0 1429471593718118
02 structure_references 2 -2 0 1429471593837127
02 structure_references 2 -1 0 1429471593961445
02 structure_references 2 0 0 1429471594131858
02 structure_references 2 1 0 1429471594257014
02 structure_references 2 2 0 1429471594390550
02 structure_references 2 3 0 1429471594516824
02 structure_references 3 -3 0 1429471594634437
02 structure_references 3 -2 0 1429471594753726
02 structure_references 3 -1 0 1429471594863796
02 structure_references 3 0 0 1429471594974983
02 structure_references 3 1 0 1429471595131149
02 structure_references 3 2 0 1429471595245130
02 structure_references 3 3 0 1429471595362463
03 biomes -3 -2 0 1429471601144213
03 biomes -3 -3 0 1429471601542309
03 biomes -2 -2 0 1429471601882576
03 biomes -2 -3 0 1429471602066119
03 biomes -1 -2 0 1429471606592400
03 biomes -1 -3 0 1429471606821759
03 biomes 0 -2 0 1429471607332439
03 biomes 0 -3 0 1429471607939501
03 biomes 1 -3 0 1429471611372345
03 biomes 2 -3 0 1429471613500831
03 biomes 2 -2 0 1429471615567857
03 biomes 1 -2 0 1429471616077699
03 biomes 2 -1 0 1429471616473001
03 biomes 2 0 0 1429471621692667
03 biomes 2 2 0 1429471622275424
03 biomes 2 1 0 1429471622648377
03 biomes 2 3 0 1429471623548493
03 biomes 3 -1 0 1429471628212501
03 biomes 3 -3 0 1429471629541443
03 biomes 3 0 0 1429471631304240
03 biomes 3 1 0 1429471634138403
03 biomes 3 -2 0 1429471635374596
03 biomes 3 3 0 1429471636570281
03 biomes 3 2 0 1429471637442460
04 noise -2 -1 0 1429471717365036
04 noise -2 0 0 1429471717866218
04 noise -2 1 0 1429471718409025
04 noise -1 -1 0 1429471727256812
04 noise -1 0 0 1429471785953193
04 noise 0 -1 0 1429471790391474
04 noise -1 1 0 1429471794115696
04 noise 0 0 0 1429471796664907
04 noise 0 1 0 1429471804700857
04 noise -1 -2 0 1429471857132745
04 noise -2 -2 0 1429471859133002
04 noise -1 2 0 1429471859863264
04 noise -2 2 0 1429471862253795
04 noise 0 -2 0 1429471884964539
04 noise 1 -2 0 1429471886706383
04 noise 0 2 0 1429471889138819
04 noise 1 -1 0 1429471889933335
04 noise 1 0 0 1429471906536309
04 noise 1 1 0 1429471907310990
04 noise 1 2 0 1429471910553586
04 noise 2 -2 0 1429471915717379
04 noise 2 0 0 1429471920728639
04 noise 2 1 0 1429471925266932
04 noise 2 -1 0 1429471932519542
04 noise 2 2 0 1429471944105390
05 surface -2 -2 0 1429471974329112
05 surface -2 -1 0 1429471987141096
