# R-blockprops4.tsv — trial_chambers (13,35) 마진 청크 배치가 요구하는
# 회전 산물 상태 3종. 값 = tools/golden/StatePropsProbe.java 실서버
# 실측 (기존 TSV stairs/slab 8행 교차검증 0 diff). 스키마 = tsv2/3.
minecraft:dark_oak_stairs[facing=south,half=top,shape=outer_left,waterlogged=false]	t	t	f	f	0	0	D:8,U:f,N:c,S:e,W:c,E:e	probe	f
minecraft:dark_oak_stairs[facing=south,half=top,shape=outer_right,waterlogged=true]	t	t	f	f	0	1	D:4,U:f,N:c,S:d,W:e,E:c	probe	f
minecraft:dark_oak_stairs[facing=west,half=bottom,shape=outer_right,waterlogged=true]	t	t	f	f	0	1	D:f,U:1,N:7,S:3,W:7,E:3	probe	f
minecraft:dark_oak_stairs[facing=west,half=top,shape=outer_right,waterlogged=true]	t	t	f	f	0	1	D:1,U:f,N:d,S:c,W:d,E:c	probe	f
minecraft:dark_oak_stairs[facing=west,half=top,shape=straight,waterlogged=false]	t	t	f	f	0	0	D:5,U:f,N:d,S:d,W:f,E:c	probe	f
minecraft:dark_oak_trapdoor[facing=east,half=bottom,open=false,powered=false,waterlogged=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_trapdoor[facing=north,half=bottom,open=false,powered=false,waterlogged=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_trapdoor[facing=south,half=bottom,open=false,powered=false,waterlogged=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_trapdoor[facing=west,half=bottom,open=false,powered=false,waterlogged=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_stairs[facing=north,half=top,shape=straight,waterlogged=true]	t	t	f	f	0	1	D:3,U:f,N:f,S:c,W:d,E:d	probe	f
minecraft:dark_oak_stairs[facing=north,half=top,shape=straight,waterlogged=false]	t	t	f	f	0	0	D:3,U:f,N:f,S:c,W:d,E:d	probe	f
minecraft:dark_oak_stairs[facing=north,half=top,shape=inner_left,waterlogged=true]	t	t	f	f	0	1	D:7,U:f,N:f,S:d,W:f,E:d	probe	f
minecraft:dark_oak_stairs[facing=north,half=top,shape=inner_left,waterlogged=false]	t	t	f	f	0	0	D:7,U:f,N:f,S:d,W:f,E:d	probe	f
minecraft:dark_oak_stairs[facing=north,half=top,shape=inner_right,waterlogged=true]	t	t	f	f	0	1	D:b,U:f,N:f,S:e,W:d,E:f	probe	f
minecraft:dark_oak_stairs[facing=north,half=top,shape=inner_right,waterlogged=false]	t	t	f	f	0	0	D:b,U:f,N:f,S:e,W:d,E:f	probe	f
minecraft:dark_oak_stairs[facing=north,half=top,shape=outer_left,waterlogged=true]	t	t	f	f	0	1	D:1,U:f,N:d,S:c,W:d,E:c	probe	f
minecraft:dark_oak_stairs[facing=north,half=top,shape=outer_left,waterlogged=false]	t	t	f	f	0	0	D:1,U:f,N:d,S:c,W:d,E:c	probe	f
minecraft:dark_oak_stairs[facing=north,half=bottom,shape=straight,waterlogged=true]	t	t	f	f	0	1	D:f,U:3,N:f,S:3,W:7,E:7	probe	f
minecraft:dark_oak_stairs[facing=north,half=bottom,shape=straight,waterlogged=false]	t	t	f	f	0	0	D:f,U:3,N:f,S:3,W:7,E:7	probe	f
minecraft:dark_oak_stairs[facing=north,half=bottom,shape=inner_left,waterlogged=true]	t	t	f	f	0	1	D:f,U:7,N:f,S:7,W:f,E:7	probe	f
minecraft:dark_oak_stairs[facing=north,half=bottom,shape=inner_left,waterlogged=false]	t	t	f	f	0	0	D:f,U:7,N:f,S:7,W:f,E:7	probe	f
minecraft:dark_oak_stairs[facing=north,half=bottom,shape=inner_right,waterlogged=true]	t	t	f	f	0	1	D:f,U:b,N:f,S:b,W:7,E:f	probe	f
minecraft:dark_oak_stairs[facing=north,half=bottom,shape=inner_right,waterlogged=false]	t	t	f	f	0	0	D:f,U:b,N:f,S:b,W:7,E:f	probe	f
minecraft:dark_oak_stairs[facing=north,half=bottom,shape=outer_left,waterlogged=true]	t	t	f	f	0	1	D:f,U:1,N:7,S:3,W:7,E:3	probe	f
minecraft:dark_oak_stairs[facing=north,half=bottom,shape=outer_left,waterlogged=false]	t	t	f	f	0	0	D:f,U:1,N:7,S:3,W:7,E:3	probe	f
minecraft:dark_oak_stairs[facing=south,half=top,shape=straight,waterlogged=true]	t	t	f	f	0	1	D:c,U:f,N:c,S:f,W:e,E:e	probe	f
minecraft:dark_oak_stairs[facing=south,half=top,shape=straight,waterlogged=false]	t	t	f	f	0	0	D:c,U:f,N:c,S:f,W:e,E:e	probe	f
minecraft:dark_oak_stairs[facing=south,half=top,shape=inner_left,waterlogged=true]	t	t	f	f	0	1	D:e,U:f,N:e,S:f,W:e,E:f	probe	f
minecraft:dark_oak_stairs[facing=south,half=top,shape=inner_left,waterlogged=false]	t	t	f	f	0	0	D:e,U:f,N:e,S:f,W:e,E:f	probe	f
minecraft:dark_oak_stairs[facing=south,half=top,shape=inner_right,waterlogged=true]	t	t	f	f	0	1	D:d,U:f,N:d,S:f,W:f,E:e	probe	f
minecraft:dark_oak_stairs[facing=south,half=top,shape=inner_right,waterlogged=false]	t	t	f	f	0	0	D:d,U:f,N:d,S:f,W:f,E:e	probe	f
minecraft:dark_oak_stairs[facing=south,half=top,shape=outer_left,waterlogged=true]	t	t	f	f	0	1	D:8,U:f,N:c,S:e,W:c,E:e	probe	f
minecraft:dark_oak_stairs[facing=south,half=bottom,shape=straight,waterlogged=true]	t	t	f	f	0	1	D:f,U:c,N:3,S:f,W:b,E:b	probe	f
minecraft:dark_oak_stairs[facing=south,half=bottom,shape=straight,waterlogged=false]	t	t	f	f	0	0	D:f,U:c,N:3,S:f,W:b,E:b	probe	f
minecraft:dark_oak_stairs[facing=south,half=bottom,shape=inner_left,waterlogged=true]	t	t	f	f	0	1	D:f,U:e,N:b,S:f,W:b,E:f	probe	f
minecraft:dark_oak_stairs[facing=south,half=bottom,shape=inner_left,waterlogged=false]	t	t	f	f	0	0	D:f,U:e,N:b,S:f,W:b,E:f	probe	f
minecraft:dark_oak_stairs[facing=south,half=bottom,shape=inner_right,waterlogged=true]	t	t	f	f	0	1	D:f,U:d,N:7,S:f,W:f,E:b	probe	f
minecraft:dark_oak_stairs[facing=south,half=bottom,shape=inner_right,waterlogged=false]	t	t	f	f	0	0	D:f,U:d,N:7,S:f,W:f,E:b	probe	f
minecraft:dark_oak_stairs[facing=south,half=bottom,shape=outer_left,waterlogged=true]	t	t	f	f	0	1	D:f,U:8,N:3,S:b,W:3,E:b	probe	f
minecraft:dark_oak_stairs[facing=south,half=bottom,shape=outer_left,waterlogged=false]	t	t	f	f	0	0	D:f,U:8,N:3,S:b,W:3,E:b	probe	f
minecraft:dark_oak_stairs[facing=west,half=top,shape=straight,waterlogged=true]	t	t	f	f	0	1	D:5,U:f,N:d,S:d,W:f,E:c	probe	f
minecraft:dark_oak_stairs[facing=west,half=top,shape=inner_left,waterlogged=true]	t	t	f	f	0	1	D:d,U:f,N:d,S:f,W:f,E:e	probe	f
minecraft:dark_oak_stairs[facing=west,half=top,shape=inner_left,waterlogged=false]	t	t	f	f	0	0	D:d,U:f,N:d,S:f,W:f,E:e	probe	f
minecraft:dark_oak_stairs[facing=west,half=top,shape=inner_right,waterlogged=true]	t	t	f	f	0	1	D:7,U:f,N:f,S:d,W:f,E:d	probe	f
minecraft:dark_oak_stairs[facing=west,half=top,shape=inner_right,waterlogged=false]	t	t	f	f	0	0	D:7,U:f,N:f,S:d,W:f,E:d	probe	f
minecraft:dark_oak_stairs[facing=west,half=top,shape=outer_left,waterlogged=true]	t	t	f	f	0	1	D:4,U:f,N:c,S:d,W:e,E:c	probe	f
minecraft:dark_oak_stairs[facing=west,half=top,shape=outer_left,waterlogged=false]	t	t	f	f	0	0	D:4,U:f,N:c,S:d,W:e,E:c	probe	f
minecraft:dark_oak_stairs[facing=west,half=bottom,shape=straight,waterlogged=true]	t	t	f	f	0	1	D:f,U:5,N:7,S:7,W:f,E:3	probe	f
minecraft:dark_oak_stairs[facing=west,half=bottom,shape=straight,waterlogged=false]	t	t	f	f	0	0	D:f,U:5,N:7,S:7,W:f,E:3	probe	f
minecraft:dark_oak_stairs[facing=west,half=bottom,shape=inner_left,waterlogged=true]	t	t	f	f	0	1	D:f,U:d,N:7,S:f,W:f,E:b	probe	f
minecraft:dark_oak_stairs[facing=west,half=bottom,shape=inner_left,waterlogged=false]	t	t	f	f	0	0	D:f,U:d,N:7,S:f,W:f,E:b	probe	f
minecraft:dark_oak_stairs[facing=west,half=bottom,shape=inner_right,waterlogged=true]	t	t	f	f	0	1	D:f,U:7,N:f,S:7,W:f,E:7	probe	f
minecraft:dark_oak_stairs[facing=west,half=bottom,shape=inner_right,waterlogged=false]	t	t	f	f	0	0	D:f,U:7,N:f,S:7,W:f,E:7	probe	f
minecraft:dark_oak_stairs[facing=west,half=bottom,shape=outer_left,waterlogged=true]	t	t	f	f	0	1	D:f,U:4,N:3,S:7,W:b,E:3	probe	f
minecraft:dark_oak_stairs[facing=west,half=bottom,shape=outer_left,waterlogged=false]	t	t	f	f	0	0	D:f,U:4,N:3,S:7,W:b,E:3	probe	f
minecraft:dark_oak_stairs[facing=east,half=top,shape=straight,waterlogged=true]	t	t	f	f	0	1	D:a,U:f,N:e,S:e,W:c,E:f	probe	f
minecraft:dark_oak_stairs[facing=east,half=top,shape=inner_left,waterlogged=true]	t	t	f	f	0	1	D:b,U:f,N:f,S:e,W:d,E:f	probe	f
minecraft:dark_oak_stairs[facing=east,half=top,shape=inner_left,waterlogged=false]	t	t	f	f	0	0	D:b,U:f,N:f,S:e,W:d,E:f	probe	f
minecraft:dark_oak_stairs[facing=east,half=top,shape=inner_right,waterlogged=true]	t	t	f	f	0	1	D:e,U:f,N:e,S:f,W:e,E:f	probe	f
minecraft:dark_oak_stairs[facing=east,half=top,shape=inner_right,waterlogged=false]	t	t	f	f	0	0	D:e,U:f,N:e,S:f,W:e,E:f	probe	f
minecraft:dark_oak_stairs[facing=east,half=top,shape=outer_left,waterlogged=true]	t	t	f	f	0	1	D:2,U:f,N:e,S:c,W:c,E:d	probe	f
minecraft:dark_oak_stairs[facing=east,half=top,shape=outer_left,waterlogged=false]	t	t	f	f	0	0	D:2,U:f,N:e,S:c,W:c,E:d	probe	f
minecraft:dark_oak_stairs[facing=east,half=bottom,shape=straight,waterlogged=true]	t	t	f	f	0	1	D:f,U:a,N:b,S:b,W:3,E:f	probe	f
minecraft:dark_oak_stairs[facing=east,half=bottom,shape=straight,waterlogged=false]	t	t	f	f	0	0	D:f,U:a,N:b,S:b,W:3,E:f	probe	f
minecraft:dark_oak_stairs[facing=east,half=bottom,shape=inner_left,waterlogged=true]	t	t	f	f	0	1	D:f,U:b,N:f,S:b,W:7,E:f	probe	f
minecraft:dark_oak_stairs[facing=east,half=bottom,shape=inner_left,waterlogged=false]	t	t	f	f	0	0	D:f,U:b,N:f,S:b,W:7,E:f	probe	f
minecraft:dark_oak_stairs[facing=east,half=bottom,shape=inner_right,waterlogged=true]	t	t	f	f	0	1	D:f,U:e,N:b,S:f,W:b,E:f	probe	f
minecraft:dark_oak_stairs[facing=east,half=bottom,shape=inner_right,waterlogged=false]	t	t	f	f	0	0	D:f,U:e,N:b,S:f,W:b,E:f	probe	f
minecraft:dark_oak_stairs[facing=east,half=bottom,shape=outer_left,waterlogged=true]	t	t	f	f	0	1	D:f,U:2,N:b,S:3,W:3,E:7	probe	f
minecraft:dark_oak_stairs[facing=east,half=bottom,shape=outer_left,waterlogged=false]	t	t	f	f	0	0	D:f,U:2,N:b,S:3,W:3,E:7	probe	f
minecraft:dark_oak_fence[east=true,north=true,south=true,waterlogged=true,west=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=true,north=true,south=true,waterlogged=true,west=false]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=true,north=true,south=true,waterlogged=false,west=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=true,north=true,south=true,waterlogged=false,west=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=true,north=true,south=false,waterlogged=true,west=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=true,north=true,south=false,waterlogged=true,west=false]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=true,north=true,south=false,waterlogged=false,west=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=true,north=true,south=false,waterlogged=false,west=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=true,north=false,south=true,waterlogged=true,west=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=true,north=false,south=true,waterlogged=true,west=false]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=true,north=false,south=true,waterlogged=false,west=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=true,north=false,south=true,waterlogged=false,west=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=true,north=false,south=false,waterlogged=true,west=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=true,north=false,south=false,waterlogged=true,west=false]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=true,north=false,south=false,waterlogged=false,west=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=true,north=false,south=false,waterlogged=false,west=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=false,north=true,south=true,waterlogged=true,west=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=false,north=true,south=true,waterlogged=true,west=false]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=false,north=true,south=true,waterlogged=false,west=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=false,north=true,south=true,waterlogged=false,west=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=false,north=true,south=false,waterlogged=true,west=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=false,north=true,south=false,waterlogged=true,west=false]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=false,north=true,south=false,waterlogged=false,west=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=false,north=true,south=false,waterlogged=false,west=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=false,north=false,south=true,waterlogged=true,west=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=false,north=false,south=true,waterlogged=true,west=false]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=false,north=false,south=true,waterlogged=false,west=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=false,north=false,south=true,waterlogged=false,west=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_fence[east=false,north=false,south=false,waterlogged=true,west=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_fence[east=false,north=false,south=false,waterlogged=false,west=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=upper,hinge=left,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=upper,hinge=left,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=upper,hinge=left,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=upper,hinge=left,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=upper,hinge=right,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=upper,hinge=right,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=upper,hinge=right,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=upper,hinge=right,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=lower,hinge=left,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=lower,hinge=left,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=lower,hinge=left,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=lower,hinge=left,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=lower,hinge=right,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=lower,hinge=right,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=north,half=lower,hinge=right,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=upper,hinge=left,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=upper,hinge=left,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=upper,hinge=left,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=upper,hinge=left,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=upper,hinge=right,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=upper,hinge=right,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=upper,hinge=right,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=upper,hinge=right,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=lower,hinge=left,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=lower,hinge=left,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=lower,hinge=left,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=lower,hinge=left,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=lower,hinge=right,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=lower,hinge=right,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=south,half=lower,hinge=right,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=upper,hinge=left,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=upper,hinge=left,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=upper,hinge=left,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=upper,hinge=left,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=upper,hinge=right,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=upper,hinge=right,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=upper,hinge=right,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=lower,hinge=left,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=lower,hinge=left,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=lower,hinge=left,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=lower,hinge=left,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=lower,hinge=right,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=lower,hinge=right,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=lower,hinge=right,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=west,half=lower,hinge=right,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=upper,hinge=left,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=upper,hinge=left,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=upper,hinge=left,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=upper,hinge=left,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=upper,hinge=right,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=upper,hinge=right,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=upper,hinge=right,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=lower,hinge=left,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=lower,hinge=left,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=lower,hinge=left,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=lower,hinge=left,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=lower,hinge=right,open=true,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=lower,hinge=right,open=true,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=lower,hinge=right,open=false,powered=true]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_door[facing=east,half=lower,hinge=right,open=false,powered=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_trapdoor[facing=north,half=top,open=true,powered=true,waterlogged=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_trapdoor[facing=north,half=top,open=true,powered=true,waterlogged=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_trapdoor[facing=north,half=top,open=true,powered=false,waterlogged=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_trapdoor[facing=north,half=top,open=true,powered=false,waterlogged=false]	t	t	f	f	0	0	none	probe	f
minecraft:dark_oak_trapdoor[facing=north,half=top,open=false,powered=true,waterlogged=true]	t	t	f	f	0	1	none	probe	f
minecraft:dark_oak_trapdoor[facing=north,half=top,open=false,powered=true,waterlogged=false]	t	t	f	f	0	0	none	probe	f
